Data;Sklep;Kategoria;Produkt;Ilość; Cena za szt ;Ilość ml|g | cm;Ilość w opakowaniu; Zwrot ; Dostawa ;Link; Komentarz 
20.07.2023;Biedronka;Alkohol;Piwo Garage 0,4L;2;4,99 zł;400;;;;;   
20.07.2023;Biedronka;Energetyki;Energetyk Be Power Race 500ml;2;3,19 zł;500;;;;;   
20.07.2023;Biedronka;Żywność;Baton Go On 50g;2;2,79 zł;50;;;;;   
20.07.2023;Biedronka;Żywność;Baton Twix Xtra 75g;2;2,89 zł;75;2;;;;   
20.07.2023;Biedronka;Żywność;Baton Twix Xtra 75g;2;2,89 zł;75;2;;;;   
20.07.2023;Biedronka;Żywność;Cebula żółta luz;1;2,13 zł;355;;;;;   
20.07.2023;Biedronka;Żywność;Czekolada Mix 100g;1;3,39 zł;100;;;;;   
20.07.2023;Biedronka;Żywność;Imbir luz;1;1,99 zł;80;;;;;   
20.07.2023;Biedronka;Żywność;Przyprawa Papryka wędzona Kamis 20g;2;1,79 zł;20;;;;;   
20.07.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,49 zł;250;;;;;   
21.07.2023;Akademik;Usługi;Nocleg Adama;1;30,00 zł;;;;;;   
21.07.2023;Biedronka;Alkohol;Piwo Garage 0,4L;2;5,49 zł;400;;;;;   
21.07.2023;Biedronka;Alkohol;Piwo Somersby Blackberry 0,5L;2;3,99 zł;500;;;;;   
21.07.2023;Biedronka;Alkohol;Piwo Somersby Lime 0,5L;2;3,99 zł;500;;;;;   
21.07.2023;Biedronka;Zakupy;Grill jednorazowy;1;13,99 zł;;;;;;   
21.07.2023;Biedronka;Zakupy;Podpałka 48 szt;1;3,99 zł;;48;;;;   
21.07.2023;Biedronka;Zakupy;Tacki papierowe na Grilla 20szt;1;3,99 zł;;20;;;;   
21.07.2023;Biedronka;Żywność;Kiełbasa śląska;1;12,37 zł;1249;;;;;   
21.07.2023;Fryzjer ;Fryzjer;Strzyżenie r.10 | Amanda Jędrzejewska;1;35,00 zł;;;;;;   
21.07.2023;Lidl;Alkohol;Wódka Stock;2;27,49 zł;500;;;;;   
22.07.2023;Biedronka;Energetyki;Energetyk Be Power Race 500ml;2;3,19 zł;500;;;;;   
22.07.2023;Biedronka;Żywność;Banan luz;1;8,56 zł;1225;;;;;   
22.07.2023;Biedronka;Żywność;Kiwi szt;2;1,79 zł;;;;;;   
22.07.2023;server.nitrado.net;Subskrypcje;Serwer 7D2D 4 slots;1;24,32 zł;;;;;;   
23.07.2023;Sushipak.pl;Żywność;Pak 3;1;72,00 zł;;;;;;   
23.07.2023;Żabka;Żywność;Chleb Baltonowski;1;2,99 zł;;;;;;   
23.07.2023;Żabka;Żywność;Mleko Łaciate 1L;2;3,50 zł;1000;;;;;   
24.07.2023;Akademik;Usługi;Nocleg Adama;1;10,00 zł;;;;;;   
24.07.2023;Biedronka;Żywność;Baton Twix Xtra 75g;2;2,89 zł;75;2;;;;   
24.07.2023;Biedronka;Żywność;Cebula żółta luz;1;2,28 zł;380;;;;;   
24.07.2023;Biedronka;Żywność;Czosnek szt;2;1,89 zł;;;;;;   
24.07.2023;Biedronka;Żywność;Fanta zero 1L;1;6,49 zł;1000;;;;;   
24.07.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;2;9,99 zł;;10;;;;   
24.07.2023;Biedronka;Żywność;Przyprawa Liść Laurowy Kamis 6g;2;1,99 zł;6;;;;;   
24.07.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
24.07.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;25,70 zł;1000;;;;;   
24.07.2023;Biedronka;Żywność;Sos Barbecue Classic Smokey & Rich | Heinz | 400 ml;1;10,39 zł;400;;;;;   
24.07.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;14,34 zł;9000;6;;;;   
24.07.2023;Biedronka;Energetyki;Energetyk Be Power Race 500ml;2;3,19 zł;500;;;;;   
24.07.2023;Biedronka;Żywność;Erytrytol | Sante | 250g;1;10,99 zł;250;;;;;   
25.07.2023;Biedronka;Żywność;Cebula żółta luz;1;2,49 zł;415;;;;;   
25.07.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,65 zł;550;;;;;   
25.07.2023;Biedronka;Żywność;Mięso mielone z łopatki wieprzowej | Dolina dobra | 400g;1;10,94 zł;400;;;;;   
25.07.2023;Biedronka;Żywność;Nudle pomidorowe łagodne 65g | Knor;1;2,56 zł;65;;;;;   
25.07.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;1;2,56 zł;63;;;;;   
25.07.2023;Biedronka;Żywność;Panierowane nuggestsy z piersi z kurczaka | 300g+2x25g;1;9,99 zł;300;;;;;   
25.07.2023;Biedronka;Żywność;Sos Boloński Culineo 520g;1;5,59 zł;520;;;;;   
25.07.2023;Biedronka;Żywność;Warzywa na petelnię | Hortex | 450g;1;4,99 zł;450;;;;;   
31.07.2023;Stokrotka;Alkohol;Piwo Somersby Blackberry 0,5L;1;5,69 zł;400;;;;;   
31.07.2023;Stokrotka;Alkohol;Piwo Somersby Mango 0.4L;1;5,69 zł;400;;;;;   
31.07.2023;Stokrotka;Alkohol;Piwo Somersby Strawberry;1;5,69 zł;400;;;;;   
31.07.2023;Stokrotka;Zakupy;Na domówkę Aśki;1;123,27 zł;;;;;;   
31.07.2023;Stokrotka;Zakupy;Patyczki do szaszłyków;1;5,99 zł;;;;;;   
01.08.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,49 zł;;;;;;   
01.08.2023;ING;Usługi;"Ubezpieczenie ""Moja Ochrona"" ING";1;6,00 zł;;;;;;   
02.08.2023;Stokrotka;Alkohol;Piwo Somersby Blackberry 0,5L;1;5,69 zł;400;;;;;   
03.08.2023;Cinema City;Subskrypcje;Cinema City karta Unlimited;1;43,00 zł;;;;;Zmienili cholera abonament i żeby mieć w Poznaniu kino to 43 a nie 38 (chyba oddali 38);   
05.08.2023;Allegro;Żywność;KFD PREMIUM WPI 90 - BIAŁKO IZOLAT - Biała czekolada 700g;1;92,99 zł;700;;;9,99 zł;https://allegro.pl/oferta/kfd-premium-wpi-90-bialko-izolat-100-iso-whey-7147593555;   
07.08.2023;Biedronka;Żywność;Cebula żółta luz;1;2,58 zł;430;;;;;   
07.08.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;11,34 zł;9000;6;;;;   
16.08.2023;www.iobit.com;Subskrypcje;IObit Uninstaller 13 PRO Licencja 1 rok;1;59,90 zł;;12;;;;   
19.08.2023;BILKOM;Usługi;Bilet na pociąg Lublin-Kraków + pies;1;40,24 zł;;;;;;   
20.08.2023;Auchan;Żywność;Ice Tea Arizona;1;11,88 zł;1500;;;;;   
21.08.2023;server.nitrado.net;Subskrypcje;Serwer 7D2D 4 slots;1;24,32 zł;;;;;;   
24.08.2023;Leopardus;Pies;Kaganiec nylonowy S/M;1;16,99 zł;;;;;;   
25.08.2023;Biedronka;Zakupy;Zakupy w Krakowie;1;59,40 zł;;;;;;   
25.08.2023;Biedronka;Zakupy;Zakupy w Krakowie;1;7,28 zł;;;;;;   
25.08.2023;Biedronka;Zakupy;Zakupy w Krakowie;1;14,07 zł;;;;;;   
25.08.2023;SkyCash;Usługi;Bilet ulgowy 20 min;1;2,00 zł;;;;;;   
27.08.2023;Biedronka;Zakupy;Zakupy w Krakowie;1;58,90 zł;;;;;;   
27.08.2023;DIVA;Kluby;Wejście do klubu;1;10,00 zł;;;;;;   
27.08.2023;SkyCash;Usługi;Bilet ulgowy 20 min;1;2,00 zł;;;;;;   
27.08.2023;SkyCash;Usługi;Bilet ulgowy 20 min;1;2,00 zł;;;;;;   
28.08.2023;Biedronka;Zakupy;Zakupy w Krakowie;1;29,51 zł;;;;;;   
28.08.2023;BILKOM;Usługi;Bilet na pociąg Kraków Główny - Lublin + pies;1;49,99 zł;;;;;;   
28.08.2023;Rynek;Zakupy;Kula śnieżna Kraków;1;30,00 zł;;;;;;   
28.08.2023;Rynek;Żywność;Obwarzanek krakowoski;3;3,00 zł;;;;;;   
29.08.2023;Allegro;Komputer;KABEL PRZEWÓD UGREEN HDMI 2.0 4K 60HZ 2M HD;1;27,50 zł;;;;9,99 zł;;   
01.09.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,19 zł;;;;;;   
04.09.2023;Biedronka;Higiena;Gąbki pod prysznic Oceania 3szt;1;3,87 zł;;3;;;;   
04.09.2023;Biedronka;Żywność;Guma Orbit Spearmint 58g;1;5,99 zł;58;;;;;   
04.09.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;11,94 zł;9000;6;;;;   
04.09.2023;Rossmann;Higiena;Anty perspirant Garnier Men Invisible Protection 72h 50ml;1;17,99 zł;50;;;;;   
04.09.2023;Rossmann;Higiena;Szampon Green Farmacy 350ml;1;9,99 zł;350;;;;;   
05.09.2023;Steam;Gry;Gra Sons of The Forest;1;138,99 zł;;;;;;   
10.09.2023;Żabka;Żywność;Coca Cola Zero 0,85L;1;6,99 zł;850;;;;;   
10.09.2023;Żabka;Żywność;Lubelska Cytrynowa 200ml;1;14,99 zł;200;;;;;   
14.09.2023;Empik;Prezent;Składka na prezent dla Klaudi;1;51,32 zł;;;;;;   
14.09.2023;Empik;Prezent;Składka na prezent dla Wery;1;46,49 zł;;;;;;   
16.09.2023;Biedronka;Alkohol;Wódka Lubelska Cytrynowa 100ml;1;7,99 zł;100;;;;;   
16.09.2023;Biedronka;Alkohol;Wódka Soplica Cytrynowa 200ml;1;14,89 zł;200;;;;;   
16.09.2023;Biedronka;Żywność;Bułka Kajzerka 55g;5;0,33 zł;55;;;;;   
16.09.2023;Biedronka;Żywność;Chleb Słowiański 380g;1;3,99 zł;380;;;;;   
16.09.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;9,56 zł;9000;6;;;;   
18.09.2023;x-kom;Komputer;RAM Patriot 32GB (2x16GB) 3600MHz CL18 Viper Steel;1;319,00 zł;;2;;;;   
23.09.2023;Biedronka;Alkohol;Piwo Somersby Jabłko 0.4L;4;5,49 zł;400;;;;;   
23.09.2023;Empik;Prezent;Kartka urodzinowa;1;11,99 zł;;;;;Dla Aśki;   
23.09.2023;Flying Tiger;Prezent;Pluszak prosiaczek;1;20,00 zł;;;;;Dla Aśki;   
23.09.2023;Stokrotka;Prezent;Bombonierka Vobro;1;26,99 zł;;;;;Dla Aśki;   
23.09.2023;Stokrotka;Prezent;Martini Bianco;1;42,99 zł;1000;;;;Dla Aśki;   
23.09.2023;Stokrotka;Prezent;Torba Urodzinowa z podkową;1;4,99 zł;;;;;Dla Aśki;   
23.09.2023;Żabka;Żywność;Coca Cola;1;5,50 zł;;;;;;   
24.09.2023;Helium;Alkohol;Szoty w Helium Arbuzowe;1;28,00 zł;200;4;;;;   
24.09.2023;Helium;Alkohol;Szoty w Helium Witaminki;1;27,00 zł;200;4;;;;   
29.09.2023;Weternarz Astra-Wet;Pies;Szczepienie na wściekliznę;1;45,00 zł;;;;;;   
29.09.2023;;Komputer;Laptop od Dawida;1;200,00 zł;;;;;;   
01.10.2023;Allegro;Komputer;Ugreen płaski kabel Ethernet patchcord Cat 6 RJ45;1;9,99 zł;;;;9,99 zł;https://allegro.pl/oferta/ugreen-plaski-kabel-ethernet-patchcord-cat-6-rj45-9572854419;   
01.10.2023;Allegro;Komputer;UGREEN SZYBKI KABEL PRZEWÓD 2x USB 3.2 Gen 1 3m;1;24,90 zł;;;; -   zł ;https://allegro.pl/oferta/ugreen-szybki-kabel-przewod-2x-usb-3-2-gen-1-3m-12259955214;   
01.10.2023;Allegro;Zakupy;Wymienna opaska do smartbanda Xiaomi Mi Band 5;2;3,99 zł;;;; -   zł ;https://allegro.pl/oferta/wymienna-opaska-do-smartbanda-xiaomi-mi-band-5-14207692973;   
01.10.2023;Allegro;Zakupy;Wymienna opaska do smartbanda Xiaomi Mi Band 5 6;1;6,99 zł;;;;9,99 zł;https://allegro.pl/oferta/wymienna-opaska-do-smartbanda-xiaomi-mi-band-5-6-14207716260;   
01.10.2023;BILKOM;Usługi;Bilet na pociąg Kraków-Poznań;1;31,65 zł;;; - ;;;   
01.10.2023;BILKOM;Usługi;Bilet na pociąg Poznań-Kraków;1;37,24 zł;;; - ;;;   
01.10.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,19 zł;;;;;;   
01.10.2023;Neonet;Komputer;Adapter Bluetooth TP-LINK UB500 USB Nano Bluetooth 5.0;1;53,80 zł;;;;;https://www.neonet.pl/adaptery-bluetooth/tp-link-ub500-usb-nano-bluetooth-5-0.html;   
02.10.2023;Action;Środki czystości;Ścierki z mikrofibry  30x30;1;4,49 zł;;4;;;;   
02.10.2023;Action;Zakupy;Bidon Tacx 750ml;1;8,85 zł;;;;;;   
02.10.2023;Action;Zakupy;Elektroniczna waga kuchenna | Day Useful Everyday;1;27,95 zł;;;;;;   
02.10.2023;Action;Zakupy;Przedłużacz Pro-Max 6 gniazd 1,5m;1;22,90 zł;;;;;;   
02.10.2023;Action;Zakupy;Taśma dywanowa obustronna 10mx50mm;1;5,79 zł;;;;;;   
02.10.2023;Akademik;Czynsz;Czynsz październik;1;640,00 zł;;;;;;   
02.10.2023;Akademik;Usługi;Akademik Kaucja;1;640,00 zł;;;;;;   
02.10.2023;Allegro;Higiena;Kroplomierz Dozownik Zakraplacz z LDPE 250 ml;1;14,84 zł;250;;;9,99 zł;;   
02.10.2023;Apteka DOZ;Zakupy;Igła 0.5 x 25mm;1;2,00 zł;;5;;;;   
02.10.2023;aptelia.pl;Leki;Mollers Gold Tran Norweski, płyn o smaku cytrynowym, 250 ml;3;27,89 zł;750;;;;https://www.aptelia.pl/apteka/p131207-Mollers_Gold_Tran_Norweski_plyn_o_smaku_cytrynowym_250_ml;   
02.10.2023;Biedronka;Środki czystości;Worki na śmieci 10x60L|Jan Niezbędny;1;6,99 zł;;10;;;;   
02.10.2023;Biedronka;Żywność;Makaron Lubella Świderki | 400g;1;4,99 zł;400;;;;;   
02.10.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
02.10.2023;KFD;Żywność;KFD PREMIUM WPI 90 - BIAŁKO IZOLAT - Kokosowy 700g;1;72,00 zł;700;;;;;   
02.10.2023;Rossmann;Higiena;Pasta do zębów Colgate Advanced White Charcoal 75ml;1;9,99 zł;75;;;;;   
04.10.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
04.10.2023;Biedronka;Żywność;Hummus pomidorowy 160g;1;3,99 zł;160;;;;;   
04.10.2023;Biedronka;Żywność;Panierowane nuggestsy z piersi z kurczaka | 300g+2x25g;1;9,99 zł;300;;;;;   
04.10.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;18;;;;   
04.10.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;25,70 zł;1000;;;;;   
04.10.2023;Biedronka;Żywność;Shoarma z pieczarkami | Sphinx | 350g;1;11,99 zł;350;;;;;   
04.10.2023;PEKA;Usługi;Bilet semestralny 150 dni;1;202,00 zł;;150;;;;   
05.10.2023;Castorama;Zakupy;Pudło dekoracyjne XL | Erkar | Biała deska 42x32x32;1;26,48 zł;;2;;;;   
06.10.2023;Sticky Password;Subskrypcje;Sticky Password Lifetime Premium License;1;219,00 zł;;;;;Dokładnie 49,99 USD;   
09.10.2023;Allegro;Zakupy;TERMOWENTYLATOR FARELKA ELEKTRYCZNA GRZEJNIK 2000W;1;48,89 zł;;;;9,99 zł;https://allegro.pl/moje-allegro/zakupy/kupione/ee174966-1ac8-37b7-b197-5104b66e57d1;   
09.10.2023;Biedronka;Higiena;Nivea Men - Sensitive pianka do golenia 200ml;1;13,99 zł;200;;;;;   
09.10.2023;Biedronka;Środki czystości;Gąbki kuchenne x10 | Zosia Samosia;1;2,69 zł;;10;;;;   
09.10.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 2% 1L;3;2,99 zł;1000;;;;;   
09.10.2023;Biedronka;Żywność;Płyn do mycia naczyń | Ludwik | 900g;2;5,99 zł;900;;;;;   
09.10.2023;Biedronka;Żywność;Smalec wyborowy |Nasze Smaki | 200g;2;2,28 zł;200;;;;;   
09.10.2023;bigstarshoes.pl;Ubrania;TRAPERY MĘSKIE BIG STAR MM174156 906;1;299,90 zł;;;;;https://bigstarshoes.pl/pl/p/Trapery-meskie-BIG-STAR-MM174156-906/5644;   
10.10.2023;Biedronka;Energetyki;Energetyk Be Power Japan 500ml;2;3,19 zł;500;;;;;   
10.10.2023;Biedronka;Żywność;Woda lekko gazowana Cisowianka naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
13.10.2023;Biedronka;Żywność;Cebula żółta luz;1;3,24 zł;650;4;;;;   
13.10.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
13.10.2023;Biedronka;Żywność;Czosnek 250g;1;6,99 zł;250;6;;;;   
13.10.2023;Biedronka;Żywność;Filet z piersi z kurczaka | Kraina mięs;1;11,21 zł;469;;;;;   
13.10.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka M;2;8,49 zł;;10;;;;   
13.10.2023;Biedronka;Żywność;Makaron do spaghetti Pastani 500g;1;3,49 zł;500;;;;;   
13.10.2023;Biedronka;Żywność;Mięso mielone z łopatki wieprzowej | Dolina dobra | 400g;1;11,48 zł;400;;;;;   
13.10.2023;Biedronka;Żywność;Sos Boloński Culineo 520g;1;5,59 zł;520;;;;;   
13.10.2023;Biedronka;Alkohol;Wódka Stock 40% 1L;1;62,99 zł;1000;;;;;   
13.10.2023;Biedronka;Żywność;Coca Cola Zero 1,75L;1;8,69 zł;1750;;;;;   
14.10.2023;Biedronka;Żywność;Coca Cola Zero 1,75L;1;8,69 zł;1750;;;;;   
14.10.2023;Biedronka;Żywność;Guma Orbit White 29g;1;3,99 zł;29;;;;;   
14.10.2023;Biedronka;Żywność;Jogurt Naturlny 400g;1;1,65 zł;400;;;;;   
14.10.2023;Biedronka;Żywność;Kiwi szt;2;1,99 zł;205;;;;;   
14.10.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 2% 1L;2;2,99 zł;1000;;;;;   
14.10.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;;;;;   
14.10.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;25,70 zł;1000;;;;;   
16.10.2023;BeActive;Subskrypcje;Karnet BeActive COMFORT 3+3;1;279,00 zł;;6;;;;   
16.10.2023;Biedronka;Higiena;Papier Toaletowy Queen 8 rolek 3 warstwy;1;8,99 zł;;8;;;;   
16.10.2023;Biedronka;Zakupy;Łopatka kuchenna;1;4,99 zł;;;;;;   
16.10.2023;Biedronka;Zakupy;Obieraczka kuchenna;1;9,99 zł;;;;;;   
16.10.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
16.10.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;1;10,46 zł;;10;;;;   
16.10.2023;Biedronka;Żywność;Kasza bulgur z pszenicy twardej | Plony natury 4x100g;1;3,80 zł;400;;;;;   
16.10.2023;Biedronka;Żywność;Sushi Toshii 400g;2;11,99 zł;400;;;;;   
16.10.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
16.10.2023;Żabka;Żywność;Bułka pszenna 65g;1;0,95 zł;65;;;;;   
16.10.2023;Żabka;Żywność;Jagodzianka 100g;2;2,80 zł;100;;;;;   
17.10.2023;Biedronka;Żywność;Cytryna luz;1;1,87 zł;220;;;;;   
17.10.2023;Biedronka;Żywność;Filet z piersi z kurczaka | Kraina mięs;1;10,87 zł;455;;;;;   
17.10.2023;Biedronka;Żywność;Kasza bulgur z pszenicy twardej | Plony natury 4x100g;1;2,56 zł;400;;;;;   
17.10.2023;Biedronka;Żywność;Kasza jaglana z prosa | Plony natury 4x100g;2;2,40 zł;400;;;;;   
17.10.2023;Biedronka;Żywność;Miód Słonecznikowy z europejskich pasiek 470g;1;13,99 zł;470;;;;;   
17.10.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;4;2,56 zł;63;;;;;   
18.10.2023;Apteka Wielkopolska;Leki;Ibuprofen Forte 400mg;1;7,99 zł;;12;;;;   
18.10.2023;Apteka Wielkopolska;Leki;Nervo herbal noc | Ekstrakt z ziół z melatoniną ;1;19,95 zł;;30;;;;   
18.10.2023;Biedronka;Żywność;Imbir luz;1;1,00 zł;40;;;;;   
18.10.2023;Biedronka;Żywność;Ketchup Pikantny | Kotlin 450g;1;4,99 zł;450;;;;;   
18.10.2023;Bolt;Usługi;Bolt - Hulajnoga elektryczna 8 min 1.6 km;1;7,08 zł;;;;;;   
19.10.2023;Biedronka;Żywność;Banan luz;1;3,87 zł;970;6;;;;   
19.10.2023;Biedronka;Żywność;Kiwi szt;4;1,99 zł;;;;;;   
19.10.2023;Biedronka;Żywność;Pomarańcze Deserowe luz;1;4,82 zł;690;2;;;;   
20.10.2023;Apteka Dr.Max;Leki;Inaldin Gardło Max | aerozol do gardła 3mg/ml 150 dawek;1;14,22 zł;30;150;;;https://www.drmax.pl/inaldin-gardlo-max-aer-3-mg-ml-30-ml;   
20.10.2023;Biedronka;Higiena;Gąbki pod prysznic Oceania 4szt;1;3,85 zł;;4;;;;   
20.10.2023;Biedronka;Środki czystości;Płyn do prania Perwoll Renew 1.98L 36 prań;1;29,99 zł;1980;36;;;;   
20.10.2023;Biedronka;Zakupy;Papier do pieczenia | Zosia samosia | 20m;1;7,49 zł;;20;;;;   
20.10.2023;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;1;10,46 zł;;10;;;;   
20.10.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 2% 1L;3;2,99 zł;1000;;;;;   
20.10.2023;Biedronka;Żywność;Sos Sojowy Tao Tao 150ml;1;6,99 zł;150;;;;;   
23.10.2023;Biedronka;Środki czystości;Worki na śmieci 10x20L|Zosia Samosia;1;5,45 zł;;10;;;;   
23.10.2023;Biedronka;Żywność;Cebula żółta luz;1;2,07 zł;520;;;;;   
23.10.2023;Biedronka;Żywność;Chleb pszenno-żytni z piekarni regionalnej 900g;1;6,49 zł;900;;;;;   
23.10.2023;Biedronka;Żywność;Salami Klasyczne - Kraina Wędlin 160g;2;7,61 zł;160;;;;;   
23.10.2023;Biedronka;Żywność;Ser Gouda | Światowid | 1000g;1;25,70 zł;1000;;;;;   
24.10.2023;Biedronka;Energetyki;Energetyk Be Power Lulo 500ml;1;3,19 zł;500;;;;;   
24.10.2023;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;2;2,56 zł;63;;;;;   
24.10.2023;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
24.10.2023;Kaufland;Zakupy;Wyciskacz do czosnku | Spice & Soul;1;27,99 zł;;;;;3 lata gwarancji i gwarancja zadowolenia;   
24.10.2023;Kaufland;Zakupy;Zakreślacze Talentus;1;3,49 zł;;4;;;;   
24.10.2023;Kaufland;Zakupy;Zeszyt A4 80 kartek Talentus ;1;4,99 zł;;80;;;;   
24.10.2023;Kaufland;Żywność;Masło Kerrygold 200g;4;6,99 zł;200;;;;;   
24.10.2023;Kaufland;Żywność;Płatki kukurydziane Nestle 600g;1;11,99 zł;600;;;;;   
25.10.2023;BILKOM;Usługi;Bilet na pociąg Poznań-Lublin;1;32,90 zł;;;;;;   
25.10.2023;Wolt;Usługi;Kaucja za plecak Wolt;1;150,00 zł;;;;;;   
27.10.2023;Żabka;Żywność;Coca Cola 1.5 L;1;9,99 zł;1500;;;;;   
27.10.2023;Żabka;Żywność;Majonez Dekoracyjny 400ml;1;12,99 zł;400;;;;;   
28.10.2023;Biedronka;Żywność;Rzodkiewki - pęk;1;1,99 zł;;;;;;   
28.10.2023;Żabka;Żywność;Śmietana 12% 360g;1;4,70 zł;360;;;;;   
29.10.2023;Biedronka;Higiena;Szampon L'ORÉAL PARIS Elseve Color Vive 400ml;1;18,99 zł;400;;;;;   
29.10.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,65 zł;550;;;;;   
29.10.2023;Biedronka;Żywność;Czosnek Polski szt;1;1,89 zł;;;;;;   
29.10.2023;Biedronka;Żywność;Imbir luz;1;1,62 zł;65;;;;;   
29.10.2023;Biedronka;Żywność;Jajka ściółkowe M 10szt;1;6,49 zł;;10;;;;   
29.10.2023;Biedronka;Żywność;Jogurt Naturlny 400g;2;1,69 zł;400;;;;;   
29.10.2023;Biedronka;Żywność;Ogórek gruntowy luz;1;1,75 zł;250;;;;;   
29.10.2023;Biedronka;Żywność;Polędwica Drobiowa 250g;2;5,49 zł;250;;;;;   
29.10.2023;Biedronka;Żywność;Pomidor luz;1;3,82 zł;425;;;;;   
29.10.2023;Biedronka;Żywność;Twaróg Półtłusty Klinek | 250g;1;3,57 zł;250;;;;;   
29.10.2023;Biedronka;Żywność;Ziemniaki Jadalne luz;1;3,54 zł;1185;;;;;   
29.10.2023;SkyCash;Usługi;Bilet Ulgowy ;1;3,00 zł;;;;;;   
29.10.2023;SkyCash;Usługi;Bilet Ulgowy ;1;3,00 zł;;;;;;   
30.10.2023;Biedronka;Żywność;Chleb pszenno-żytni 550g;1;2,65 zł;550;;;;;   
30.10.2023;Biedronka;Żywność;Cytryna luz;1;1,26 zł;140;;;;;   
30.10.2023;Biedronka;Żywność;Czosnek Polski szt;1;1,89 zł;;;;;;   
30.10.2023;Biedronka;Żywność;Imbir luz;1;1,50 zł;60;;;;;   
30.10.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 3.2% 1L;1;3,19 zł;1000;;;;;   
30.10.2023;Biedronka;Żywność;Ser Gouda | Światowid | 300g;1;9,23 zł;300;;;;;   
30.10.2023;Biedronka;Żywność;Tymbark Jabłko mięta 1,75L;1;3,76 zł;1750;;;;;   
30.10.2023;Eneba;Gry;Gra Inversus Deluxe Steam Key GLOBAL;1;10,67 zł;;;;;;   
31.10.2023;Biedronka;Żywność;Cebula żółta luz;1;0,82 zł;165;;;;;   
31.10.2023;Biedronka;Żywność;Jogurt Naturlny 400g;1;1,69 zł;400;;;;;   
31.10.2023;Biedronka;Żywność;Mleko świeże Mleczna Dolina 2% 1L;1;2,99 zł;1000;;;;;   
31.10.2023;Biedronka;Żywność;Ser Morski | Światowid | 300g;1;9,23 zł;300;;;;;   
31.10.2023;Sushipak.pl;Żywność;Pak 2 + Pałeczki dodatkowe;1;41,00 zł;;;;;Nie kupować żadnych dodatków, to jest zestaw dla dwóch osów, ma już podwójne pałeczki i podwójny sos sojowy;   
01.11.2023;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;0,10 zł;;;;;;   
02.11.2023;BILKOM;Usługi;Bilet na pociąg Lublin-Nałęczów;1;6,25 zł;;;;;;   
02.11.2023;BILKOM;Usługi;Bilet na pociąg Nałęczów-Kraków Główny;1;36,75 zł;;;;;;   
03.11.2023;BILKOM;Usługi;Bilet na pociąg Kraków Główny-Poznań;1;37,24 zł;;;;;;   
